"items","support","tidlist"
"219","{°±äåË÷,×óÑõ·úÉ³ÐÇ}",0.363018867924528,"21741550 21741639 21741654 21743644 21743676 21745504 21745808 21746037 21746314 21746343 21747217 21747829 21748398 21748524 21749293 21792852 21807415 21812458 21812822 21828164 21864772 21884657 21889734 21913541 21924647 21928031 21946326 21999245 22026150 22153693 22165372 22218597 22240951 22255608 22265916 22269707 22275959 22344296 22360062 22447124 22480802 22480811 22482488 22502464 22512530 22534861 22535076 22569530 22598133 22606174 22610387 22650865 22673166 22747731 22784342 22814827 22931353 22942808 22955735 23006793 23017646 23035928 23051818 23069133 23084889 23086322 23111911 23154756 23170875 23233068 23257337 23273303 23279475 23287153 23479022 23518700 23581813 23605458 23654073 23683098 23735894 23761981 23764857 23826037 23928162 23941858 23971818 24045084 24148428 24265493 24354760 24373533 24413330 24422307 24428590 24436308 24492656 24552735 24655183 24670368 24700579 24753239 24782619 24798985 24864527 24944355 25033614 25076322 25147442 25199382 25200765 25242914 25248852 25290962 25317756 25340516 25401685 25401904 25417438 25434443 25471041 25480448 25604961 25670077 25673272 25682682 25730459 25748879 25803358 25822409 25872707 25896856 25964664 25984366 25994041 26213362 26235952 26236676 26353154 26401050 26415349 26460215 26554489 26559036 26595011 26615836 26633429 26641148 26749934 26876087 26916616 26943349 27029933 27155850 27171746 27191323 27244261 27296284 27440607 27499516 27526676 27576673 27681181 27796218 27803367 27804583 27870313 27886968 27906305 27918238 27944129 28095074 28113591 28253883 28280030 28293444 28296146 28360663 28402976 28423377 28454390 28472290 28487301 28491799 28537079 28542985 28544578 28595148 28604011 28608840 28627129 28660296 28681914 28742849 28765643 28785511 28847866 28902850 28906865 28913322 28929097 28949599 28973367 28981206 28994471 29039573 29053261 29228241 29262621 29277584 29279500 29283317 29310272 29410467 29503843 29553095 29642981 29658049 29681199 29692423 29714926 29730293 29798625 29851822 29887332 29911823 29931210 29984763 29992890 30089887 30112293 30117456 30140615 30149607 30172421 30188159 30193635 30213979 30243730 30274055 30282050 30692320 30697551 30697570 30730553 30771878 30857586 30867981 30875914 30882206 30920135 30926629 30959214 30981670 30990212 30995346 31037083 31078353 31092360 31139610 31151143 31182307 31203261 31226425 31234466 31283013 31307001 31461589 31533024 31582363 31643015 31665112 31671922 31714906 31751961 31770268 31787506 31819188 31839522 31843171 31900329 31917888 31974200 32012332 32079694 32102690 32153461 32206117 32216354 32232876 32260715 32278561 32296844 32311549 32325276 32352907 32377541 32388479 32434686 32437303 32450242 32470123 32479421 32499218 32570445 32595069 32597452 32664375 32723610 32812591 32883342 32885856 32887115 32930710 32936259 32959070 33025688 33037814 33052379 33063264 33148791 33189775 33217401 33223172 33403140 33470818 33487158 33534642 33551812 33577407 33585946 33625997 33636612 33700003 33752385 33768525 33891058 33944690 33946168 33968743 34000767 34021799 34025235 34054999 34151990 34183982 34245042 34337375 34408230 34460287 34481165 34503967 34644422 34677933 34680240 34690672 34811096 34816009 34836069 34915055 34977935 35032274 35272754 35299958 35336922 35350549 35437576 35535332 35610085 35664925 35718028 35739363 35851543 35885870 36064374 36066818 36140760 36149197 36171361 36202467 36240411 36245669 36493914 36575535 36618244 36671379 36769097 36783398 36820739 36920626 36971738 37003161 37008058 37010958 37017449 37032451 37043692 37047955 37056158 37060738 37078001 37080638 37083252 37116662 37177757 37180668 37189232 37206069 37232323 37251395 37264929 37273387 37299894 37316824 37358485 37436231 37437556 37450672 37507439 37543779 37564024 37586579 37595008 37597271 37611823 37624993 37630568 37637197 37650495 37693029 37725782 37779913 37816184 37820154 37896665 37903949 37909631 37922825 37993111 38000124 38029911 38034936 38048878 38068185 38079509 38137478 38190202 38199821 38294300 38425263 38473884 38633388 38784265 38794637 38828357 38851433 38864913 38893690 38938405 38939824 38974926 39029985 39077465 39107816 39112105 39120487 39239151 39307234 39347319 39417143 39454167 39501551 39502508 39578219 39621537 39723458 39781484 39835088 39995616 40427489 40457202"
"217","{°±äåË÷,×Ô·ÑÎ÷Ò©}",0.233207547169811,"21741550 21741639 21741654 21743676 21745808 21745879 21749293 21759328 21792852 21884657 21913541 21914638 21928031 22026150 22094410 22165372 22218597 22240951 22265916 22269707 22360062 22480811 22606174 22631756 22724625 22942808 22946452 22955735 22973310 22973570 23006793 23069133 23077535 23079818 23082046 23086322 23164095 23262847 23273303 23371803 23489464 23518700 23580947 23581813 23591490 23600909 23625007 23730082 23826037 23928162 23929266 23941858 23971818 23975307 24148428 24395200 24413330 24422307 24428590 24436308 24552735 24574840 24575583 24627459 24653024 24675933 24782619 24798985 24864527 24944355 25038435 25116353 25199382 25248852 25377000 25401685 25412850 25471041 25494920 25659629 25673272 25682682 25730459 25761923 25783877 25872707 25878240 25948806 25964664 25994041 26213362 26236676 26401050 26428191 26460215 26584493 26595011 26641148 26794954 26876087 26916616 26943349 26972282 27163167 27171746 27191323 27210742 27212989 27225346 27235571 27244261 27545252 27576673 27693278 27796218 27803367 27870313 27886968 27973795 28094309 28151695 28253883 28280030 28293444 28360663 28402976 28423377 28472290 28544578 28595148 28604011 28605445 28608840 28681914 28710965 28742849 28785511 28877504 28902850 28994471 29039573 29335843 29413192 29470771 29553095 29554256 29667521 29681199 29730293 29778031 29798625 29911823 30112293 30149607 30170318 30172421 30188159 30193635 30361872 30431861 30571195 30692320 30716001 30771878 30959214 31037083 31203261 31283013 31461589 31533024 31572489 31613045 31657957 31693000 31715036 31744959 31751961 31770268 31787506 31839522 31843171 31900329 31903667 31917888 31941652 31945016 31970197 32102690 32216354 32232876 32278561 32344382 32352907 32377541 32403324 32411429 32450242 32479421 32570445 32595069 32664375 32760831 32885856 32887115 32930710 32959070 32980241 33063264 33148791 33217401 33223172 33297547 33369412 33375413 33392829 33403140 33470818 33487158 33551812 33625997 33808625 33891058 33944690 34054999 34151990 34175766 34245042 34261807 34264794 34362123 34480282 34503967 34677933 34680240 34697424 34915055 34977935 35272754 35330582 35336922 35350549 35405648 35535332 35628215 35851543 35876962 35930367 36066818 36140760 36161896 36202467 36240411 36245669 36558792 36579398 36671379 37003161 37043692 37044487 37047955 37056158 37072930 37082378 37206069 37206275 37251395 37273387 37294673 37310278 37316824 37331889 37437556 37493132 37507439 37597271 37652814 37816184 37820154 37896665 37922825 38048878 38079509 38228451 38382766 38449726 38817895 38828357 38864913 38893690 38976442 39048991 39093453 39120487 39162594 39183115 39338350 39414108 39475700 39492047 39626358 39685979 39723458 39756725 39790081 39858825 39993027 40095137 40217221 40549511"
"218","{×Ô·ÑÎ÷Ò©,×óÑõ·úÉ³ÐÇ}",0.212830188679245,"21741550 21741639 21741654 21741707 21743676 21745808 21746056 21748287 21749293 21765129 21792852 21884657 21913541 21928031 22026150 22165372 22218597 22240951 22265916 22269707 22275909 22360062 22422955 22480811 22602588 22603743 22606174 22754154 22763867 22942808 22955735 23006793 23069133 23077332 23086322 23137596 23273303 23518700 23581813 23648091 23826037 23928162 23929901 23941858 23969205 23971818 24148428 24413330 24422307 24428590 24436308 24552735 24596925 24782619 24798985 24860125 24864527 24944355 25004079 25199382 25248852 25401685 25471041 25673272 25682682 25730459 25821016 25872707 25958094 25964664 25994041 26141631 26213362 26236676 26378918 26401050 26460215 26595011 26641148 26769640 26876087 26916616 26916986 26943349 27006973 27099809 27171746 27191323 27208194 27244261 27324783 27535463 27576673 27796218 27803367 27870313 27886968 28072125 28198273 28253883 28280030 28293444 28360663 28402976 28423377 28472290 28504905 28544578 28595148 28604011 28608840 28681914 28699440 28742849 28785511 28902850 28918737 28994471 29039573 29086310 29226678 29488078 29553095 29665496 29681199 29730293 29798625 29911823 29965021 30038196 30112293 30149607 30172421 30188159 30193635 30222769 30270261 30410439 30432678 30574103 30628306 30692320 30771878 30870605 30871401 30959214 31006907 31037083 31125311 31203261 31283013 31344779 31461589 31533024 31751961 31770268 31787506 31839522 31843171 31900329 31917888 32102690 32197363 32216354 32232876 32252764 32278561 32352907 32377541 32450242 32479421 32560075 32570445 32595069 32622183 32664375 32885856 32887115 32930710 32959070 33063264 33148791 33217401 33223172 33224170 33285639 33403140 33470818 33487158 33538806 33551812 33625997 33650275 33891058 33920612 33944690 34037884 34054999 34151990 34245042 34251552 34472402 34503967 34505473 34677933 34680240 34866787 34915055 34977935 34998369 35185219 35272754 35274020 35312192 35336922 35350549 35535332 35571229 35668558 35698333 35725297 35851543 35924709 35945489 35987805 36066818 36140760 36202467 36240411 36245669 36263025 36297096 36429511 36544896 36671379 37003161 37043692 37047955 37056158 37061326 37136667 37184311 37206069 37243673 37251395 37261718 37273387 37316824 37437556 37504975 37507439 37521508 37597271 37680873 37816184 37820154 37896665 37909407 37922825 37954278 38048878 38079509 38263129 38479251 38606282 38725684 38749303 38808788 38828357 38864913 38893690 39053607 39062357 39120487 39319023 39431866 39621115 39723458 40014029 40085125 40261067 40647373"
"213","{°±äåË÷,ßßÀ­Î÷ÁÖËûßò°ÍÌ¹£¨ßßÀ­Î÷ÁÖÈýßò°ÍÌ¹£©}",0.184905660377358,"21741550 21741568 21745879 21746260 21746343 21747217 21792852 21884657 21913541 21957943 21999245 22026150 22218597 22240951 22265916 22281877 22344296 22360062 22484062 22507058 22512530 22593384 22631756 22650865 22673166 22784342 22946452 22955735 22973570 22990793 23006793 23069133 23079818 23164095 23170875 23273303 23353134 23371803 23444973 23489464 23518700 23591490 23625007 23628135 23730082 23826037 23928162 23971818 23975307 24045084 24088164 24265493 24395200 24428590 24575583 24619339 24627459 24675933 24700579 24944355 25038435 25200765 25377000 25494920 25659629 25730459 25774056 25783877 25846572 25872707 25890473 25948806 25984366 25994041 26401050 26460215 26554489 26641148 26794954 26943349 26972282 27163167 27171746 27191323 27210742 27340294 27526676 27545252 27693278 27704234 27886968 27944129 27973795 27988748 28296146 28491799 28595148 28604011 28605445 28627129 28681914 28776001 28902850 28994471 29249580 29279500 29553095 29730293 29798625 30087254 30170318 30188159 30272618 30274055 30361872 30431861 30716001 30771878 30857586 30882206 30926010 31078353 31092360 31139610 31283013 31307001 31665112 31693000 31714906 31715036 31770268 31787506 31839522 31843171 31866673 31872925 31880741 31900329 32102690 32232876 32260715 32290391 32311549 32344382 32411429 32610284 32610887 32760831 32883342 32887115 32930710 32980241 33037814 33052379 33148791 33223172 33274607 33534642 33625997 33626161 33944690 34183982 34480282 34503967 34543130 34677933 34680240 34690672 34915055 34977935 34981845 35051669 35330582 35336922 35350549 35718028 35851543 35930367 35971228 36140760 36245669 36604403 36769097 36783398 36867761 36971738 37003161 37010958 37017449 37032451 37043692 37056158 37060738 37082378 37083252 37116662 37177757 37180668 37206069 37206275 37251395 37273387 37294673 37331889 37437556 37493132 37595008 37597271 37812109 37820154 37874594 38029911 38079509 38137478 38382766 38425263 38430077 38449726 38457970 38633388 38851433 38993873 39038102 39048991 39077465 39093453 39107816 39120487 39132129 39183115 39239151 39414108 39417143 39475700 39501551 39621537 39626358 39685979 39723458 39781484 39858825 39951013 39993027 39995616 40095137"
"205","{°±äåË÷,°ÂÃÀÀ­ßò}",0.178867924528302,"21741654 21743676 21746314 21747217 21748524 21749293 21812458 21864772 21928031 21957943 21999245 22026150 22218597 22255608 22269707 22344296 22447124 22502464 22507058 22512530 22534861 22606174 22631756 22734168 22828206 22946452 22955735 22973570 23039599 23077535 23154756 23170875 23214896 23257337 23279475 23287153 23303218 23340649 23444973 23518700 23572403 23580947 23602799 23654073 23735894 23764857 23975307 24045084 24088164 24311279 24351036 24373533 24422307 24436308 24492656 24864527 24944355 25147442 25200765 25242914 25248852 25340516 25401685 25417438 25480448 25604961 25670077 25697109 25730459 25761923 25846572 25984366 26048939 26055361 26213362 26420157 26428191 26615836 26972282 27163167 27201562 27210742 27408134 27576673 27803367 27870313 27906305 28095074 28314473 28402551 28423377 28472290 28487301 28541810 28547767 28605445 28627129 28707391 28776001 29039573 29053261 29310272 29335843 29503843 29553095 29554256 29678032 29681199 29798625 29802421 29811110 29851822 29887332 29984763 30045601 30089887 30140615 30149607 30258897 30361872 30431861 30529975 30697570 30716001 30867981 30926010 30959214 31037083 31203261 31226425 31230727 31461589 31643015 31751961 31787506 31872925 31903667 31917888 31970197 32055904 32102690 32153461 32206117 32232876 32278561 32311549 32434686 32450242 32470123 32499218 32595882 32698283 32885856 32930710 33025688 33063264 33332264 33375413 33380583 33487158 33551812 33626161 33671406 33958002 34175766 34233332 34261807 34460287 34480282 34506188 34697424 34789265 35330582 35350549 35405648 35535332 35538619 35628215 35739363 35971228 35976867 36066818 36140760 36171361 36202467 36240411 36245669 36272864 36558792 36575535 36604403 36738348 36769097 36867761 37003161 37032451 37043692 37045276 37047955 37056158 37072930 37083252 37177757 37193251 37232323 37251395 37264929 37316824 37437556 37507439 37597271 37646817 37652814 37693029 37812109 37820154 37901051 38034936 38079509 38110800 38190202 38191889 38199821 38231410 38351659 38626570 38794637 39183115 39338350 39417143 39475700 39492047 39529285 39626358 39685979 39723458 40427489"
"214","{ßßÀ­Î÷ÁÖËûßò°ÍÌ¹£¨ßßÀ­Î÷ÁÖÈýßò°ÍÌ¹£©,×óÑõ·úÉ³ÐÇ}",0.159245283018868,"21741550 21746056 21746264 21746343 21747217 21748287 21775628 21792852 21820483 21831060 21870193 21884657 21913541 21999245 22026150 22095134 22218597 22240951 22265916 22344296 22360062 22512530 22650865 22673166 22784342 22866875 22955735 23006793 23069133 23137596 23170875 23213089 23273303 23518700 23620280 23736674 23826037 23832757 23928162 23969205 23971818 23990948 24045084 24265493 24380104 24428590 24529187 24596925 24700579 24944355 25200765 25730459 25872707 25984366 25994041 26105472 26401050 26460215 26554489 26641148 26943349 27006973 27171746 27191323 27526676 27886968 27944129 28072125 28198273 28201487 28232039 28296146 28390518 28491799 28595148 28604011 28627129 28681914 28902850 28918737 28954154 28994471 29226678 29279500 29553095 29613345 29633129 29730293 29798625 29888155 30188159 30224539 30274055 30478084 30483723 30727026 30771878 30857586 30882206 31078353 31092360 31139610 31283013 31307001 31344779 31665112 31714906 31770268 31787506 31839522 31843171 31900329 32102690 32158172 32232876 32260715 32311549 32568501 32622183 32733205 32883342 32887115 32930710 33037814 33052379 33065112 33112997 33148791 33223172 33534642 33548687 33625997 33864554 33944690 34037884 34183982 34503967 34677933 34680240 34690672 34915055 34977935 35196479 35274020 35312192 35336922 35350549 35571229 35617021 35718028 35725297 35803366 35851543 35941077 36140760 36245669 36465129 36544896 36769097 36783398 36908826 36971738 37003161 37010958 37017449 37032451 37043692 37056158 37060738 37083252 37116662 37136667 37177757 37180668 37184311 37206069 37251395 37261718 37273387 37284723 37437556 37504975 37521508 37595008 37597271 37796766 37820154 37979188 38029911 38079509 38137478 38263129 38425263 38633388 38749303 38851433 39053607 39062357 39077465 39107816 39120487 39239151 39417143 39501551 39621537 39723458 39781484 39995616 40014029 40085125 40481424"
"166","{°±äåË÷,²¼µØÄÎµÂ}",0.153962264150943,"21741550 21741568 21741654 21743644 21745504 21745879 21746260 21746314 21746343 21792852 21864772 21884657 21999245 22212440 22333585 22344296 22383806 22482488 22507058 22512530 22534861 22631756 22946452 22973310 22973570 22990793 23035928 23111911 23154756 23154964 23198789 23233068 23303218 23423244 23479022 23518700 23600909 23941858 23971818 24045084 24148428 24311279 24351036 24354760 24395200 24413330 24574840 24575583 24627459 24655183 25248852 25340516 25377000 25382268 25401685 25401904 25434443 25494920 25604961 25659629 25783877 25804601 25872707 25948806 25964664 25984366 25994041 26236676 26794954 26943349 26972282 27083796 27155850 27201562 27212989 27222964 27296284 27526676 27576255 27576673 27796218 27886968 28151695 28232969 28253883 28296146 28360663 28402976 28472290 28595148 28608840 28785511 29039573 29228241 29279500 29283317 29310272 29369406 29413192 29503843 29553095 29642981 29681199 29778031 29802421 29992890 30112293 30149607 30170318 30188159 30193635 30258897 30875914 30926010 30926629 31092360 31128887 31182307 31461589 31533024 31665112 31787506 31829819 31903667 31974200 32055904 32102690 32232876 32290391 32311549 32377541 32403324 32610887 32664375 32674226 32885856 32887115 32930710 32980241 33025688 33052379 33071587 33148791 33223172 33274607 33297547 33625997 33636612 33944690 34245042 34337375 34460287 34481165 34680240 34981845 35330582 35718028 35725653 35876962 35885870 35930367 35971228 36140760 36297673 36420224 36558792 36604403 36618244 36671379 36860509 36920626 37010958 37044487 37072930 37082378 37273387 37294673 37316824 37331889 37595008 37816184 37874594 37891327 37901051 37903949 37922825 38000124 38110800 38199821 38228451 38794637 38817895 38864913 38893690 39077465 39107816 39112105 39120487 39307234 39539093 39790081 39993027 40095137 40549511"
"134","{Î¬ÉúËØB6,Î¬ÉúËØC}",0.153207547169811,"21741550 21741568 21741706 21741707 21743676 21747217 21747829 21747885 21753499 21786042 21812458 21831060 21884657 21924647 21928031 21999245 22226374 22383806 22456430 22480811 22482488 22598133 22673166 22973570 22990793 23079818 23082046 23086322 23137596 23198789 23262847 23371803 23489464 23518700 23591490 23600909 23620280 23625007 23730082 23826037 23918534 24148428 24311279 24395200 24436308 24492656 24552735 24596925 24627459 24629046 24635473 24653024 24675933 24700579 24864527 24869515 24881997 24944355 25004079 25199382 25417438 25730459 25765360 25890473 25963303 25964664 25984366 25994041 26213362 26584493 26644369 26992323 27171746 27210742 27225346 27244261 27324783 27704234 27894820 27905730 28423377 28491799 28555355 28605445 28714490 28757302 28765643 28776001 28902850 29053261 29226678 29258599 29310272 29470771 29554256 29607178 29681199 29730293 29778031 29811110 29911823 29965021 29974437 30087254 30112293 30224539 30272618 30574103 30727026 30882206 31037083 31128887 31136203 31139610 31181314 31234466 31263676 31284172 31643015 31665112 31683420 31693000 31714906 31843171 31900329 31974200 32153461 32197363 32232876 32278561 32344382 32352907 32381500 32388479 32411429 32470123 32568501 32578236 32610284 32674226 32733205 32760831 32812591 33224170 33310601 33380583 33526608 33534642 33575642 33625997 33768525 34037884 34175766 34337375 34341318 34408230 34468919 34503967 34644422 34677933 34690672 34697424 35350549 35405648 35870772 36140760 36161896 36202467 36254733 36263025 36489741 36769097 36971738 37003161 37047955 37193251 37206069 37507439 37586484 37586579 37652814 37820154 37891327 37896665 38191889 38209434 38211685 38351659 38430077 38457970 38473884 38591023 38725684 38751824 38784265 39053607 39062357 39417143 39858825 40095137 40217221 40549511 40647373"
"196","{°±äåË÷,Î¬ÉúËØC}",0.153207547169811,"21741550 21741568 21743676 21747217 21747829 21747885 21812458 21884657 21889734 21914638 21924647 21928031 21999245 22065994 22094410 22383806 22480802 22480811 22482488 22535076 22593384 22598133 22631756 22650865 22673166 22931353 22973570 22990793 23035928 23079818 23082046 23086322 23198789 23262847 23371803 23489464 23518700 23581813 23591490 23600909 23625007 23730082 23826037 24148428 24311279 24395200 24436308 24492656 24552735 24627459 24653024 24675933 24700579 24782619 24864527 24944355 25116353 25199382 25248852 25340516 25417438 25730459 25890473 25964664 25984366 25994041 26213362 26584493 26595011 26641148 26794954 27171746 27191323 27210742 27225346 27227918 27244261 27340294 27408134 27545252 27613228 27704234 27796218 28293444 28360663 28423377 28454390 28491799 28595148 28605445 28765643 28776001 28902850 28906865 29053261 29283317 29310272 29470771 29554256 29607178 29667521 29681199 29730293 29778031 29811110 29911823 30087254 30112293 30272618 30882206 30933970 30995346 31037083 31128887 31139610 31169570 31234466 31284172 31489796 31643015 31665112 31693000 31714906 31843171 31900329 31970197 31974200 32153461 32216354 32232876 32278561 32344382 32352907 32388479 32411429 32470123 32610284 32610887 32674226 32760831 32812591 32883342 33148791 33196638 33380583 33534642 33625997 33636612 33768525 33946168 34025235 34175766 34337375 34408230 34468919 34503967 34644422 34677933 34690672 34697424 34977935 35350549 35405648 35971228 35982507 36140760 36161896 36202467 36254733 36489741 36769097 36971738 37003161 37045276 37047955 37177757 37193251 37206069 37294673 37507439 37586484 37586579 37652814 37820154 37862862 37891327 37896665 38191889 38211685 38351659 38430077 38457970 38473884 38784265 38980915 39323878 39414108 39417143 39529285 39858825 40095137 40217221 40549511"
"69","{°±äåË÷,ÆÏÌÑÌÇ}",0.150943396226415,"21741568 21741654 21743676 21745504 21747885 21748398 21759328 21792852 21812822 21828164 22065994 22165372 22218597 22415312 22482488 22507058 22606174 22673166 22724625 22931353 22955735 22973570 23006793 23035928 23084889 23154964 23233068 23257337 23287153 23340649 23572403 23580947 23600909 23605458 23654073 23683098 24373533 24413330 24436308 24552735 24574840 24655183 24753239 24781211 24798985 24845515 25032386 25076322 25290962 25317756 25340516 25401685 25401904 25417438 25434443 25494920 25670077 25896856 25962629 26055361 26235952 26236676 26364093 26428191 26460215 26641148 26876087 27149456 27184390 27225346 27576255 27681181 27906305 27918238 28094309 28232969 28281252 28369331 28472290 28487301 28537079 28547767 28574026 28627129 28681914 28710965 28765643 28847866 28913322 28949599 28981206 29039573 29262442 29277584 29310272 29335843 29503843 29554256 29607178 29658049 29778031 29931210 30140615 30213979 30278875 30697551 30697570 30771878 30875914 30981670 31256357 31715036 31751961 31880741 31945016 32191683 32246296 32290637 32350437 32352907 32370833 32377541 32434686 32450242 32470123 32515844 32595069 32723610 32885856 32930710 32980241 33071587 33196638 33403140 33487158 33671406 33690979 34021799 34151990 34264794 34468919 34506188 35437576 35610085 35628215 35976867 35982507 36040801 36149197 36240411 36272864 36297673 36387676 36820739 37003161 37045276 37047955 37078001 37080638 37083252 37116662 37178572 37193251 37232323 37294673 37331889 37358485 37450672 37543779 37586484 37586579 37597271 37624993 37652814 37779913 37862862 37882686 37891327 38034936 38110800 38190202 38294300 38449726 38626570 38633388 38828357 38864913 38993873 39048991 39107816 39417143 39454167 39529285 39539093 39578219 39951013 39993027 40217221 40263559 40472123"
